bug_id,bug_type,short_desc,product,component,assigned_to,bug_status,resolution,changeddate
1384893,enhancement,Add-on post-install notification shouldn't use --toolbarbutton-icon-fill nor menuPanel.svg,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-07-31 16:45:57
1384895,defect,Manage Share Providers button icon is wrongly sized and shouldn't use --toolbarbutton-icon-fill,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-07-28 06:33:15
1384898,enhancement,Don't bother setting default fill colors for the downloads indicator,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-07-28 06:33:22
1387043,enhancement,Remove obsolete rules from browser/themes/osx/compacttheme.css,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-08-22 05:51:27
1387389,defect,Tab strip overflow indicator should flush with the selected tab,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-08-11 16:10:01
1387420,enhancement,Remove obsolete rules from browser/themes/windows/compacttheme.css and browser/themes/linux/compacttheme.css,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-08-06 02:11:49
1387602,enhancement,Update customize mode favicon,Firefox,Toolbars and Customization,dao+bmo,RESOLVED,FIXED,2017-08-22 09:31:30
1389008,defect,Stop centering the tab label on Mac,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-03-03 23:58:41
1389740,enhancement,Consolidate URL bar history dropmarker styling,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-09-06 09:28:46
1391191,defect,Consolidate navigator toolbox bottom border styling,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-06 04:37:44
1391613,enhancement,Update style for hover and keyboard selection in URL bar to be same as hamburger menu,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-08-30 19:54:23
1391743,defect,[Photon]: Hoverbutton of the Tabscroll Arrows overlaps the divider in the Tabstrip,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-09-06 03:09:56
1393218,task,Remove remaining Pocket CSS that is specific to the Pocket toolbar button now that it has been moved to the page action area,Firefox,Pocket,dao+bmo,RESOLVED,FIXED,2020-05-04 06:12:01
1398142,defect,Pinned tabs are sometimes overlapping and cluttered after restoring a session,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2017-10-25 20:41:28
1401908,enhancement,Clean up text-shadow rules for Dark and Light theme,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-09-21 07:26:31
1403734,defect,Customize mode footer buttons need a 2px border radius to match button styles in design system guide,Firefox,Toolbars and Customization,dao+bmo,RESOLVED,FIXED,2017-10-11 03:01:06
1403853,defect,Hide the menu button separator in popup windows,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-02 08:11:30
1404248,defect,Reduce margin between the address bar and the menu button in popup windows,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-02 11:16:53
1404451,enhancement,Update color of glass borders around the UI,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-12 15:01:39
1408325,enhancement,Stop using border-image for tab separators,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-17 02:53:12
1409407,enhancement,Clean up #toolbar-menubar ~ #TabsToolbar selectors,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-10-19 15:58:44
1412245,enhancement,Replace --tab-toolbar-navbar-overlap variable with preprocessor directive,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2017-11-08 06:39:19
1413499,enhancement,Simplify disabled toolbar button styling,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-06-02 01:23:08
1414252,enhancement,Remove dysfunctional performance optimization in tabbrowser's resize handler,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2017-11-28 12:26:54
1415235,enhancement,Rename adjustTabstrip to something more meaningful,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2017-11-08 14:21:02
1415863,defect,Rename mTabBox to just tabbox,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2018-03-14 12:11:45
1426350,enhancement,Move tab context menu tests to browser/base/content/test/tabs/,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2017-12-21 18:17:01
1442398,defect,'gBrowser is null' logs showing up during testing,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2021-11-29 02:51:11
1442651,task,Remove the tabbrowser element and binding,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2021-11-29 02:50:53
1443318,defect,"Intermittent browser_check_identity_state.js,browser_urlbarAboutHomeLoading.js,browser_remoteness_flip_on_restore.js | Uncaught exception - at chrome://global/content/bindings/tabbox.xml:384 - TypeError: this.tabbox is undefined",Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2021-11-29 02:51:05
1448017,enhancement,Ensure ToolbarIconColor sets the brighttext attribute before the initial layout to spare a potential restyle after the initial layout,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-03-24 10:34:00
1448572,defect,ToolbarIconColor.uninit and CompactTheme.uninit need to run even if the load event wasn't handled,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-03-26 08:34:10
1461093,defect,Remove vertical padding from #titlebar-buttonbox,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-05-30 14:15:25
1468060,defect,No disabled styling for toolbaritem-combined-buttons in appMenu-popup,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-07 07:08:34
1468890,defect,Intermittent browser/components/customizableui/test/browser_967000_button_charEncoding.js | Test timed out -,Firefox,Toolbars and Customization,dao+bmo,RESOLVED,FIXED,2022-01-10 04:35:12
1475537,enhancement,Clean up addTab parameter handling,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2018-07-27 09:58:52
1477985,enhancement,Implement pref switch for new awesome bar implementation,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-09-14 03:32:45
1478041,enhancement,Remove some old UI migration steps,Firefox,General,dao+bmo,RESOLVED,FIXED,2019-03-14 03:37:49
1479874,defect,"On Windows 10, menu bar items shouldn't change their color when becoming active",Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-10-04 08:31:26
1481321,defect,50KB JS regression after enabling browser.ctrlTab.recentlyUsedOrder,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2018-08-09 07:24:53
1489552,enhancement,Let BrowserWindowTracker.getTopWindow use the module's internal window list instead of nsIWindowMediator::getZOrderDOMWindowEnumerator / getMostRecentWindow,Firefox,General,dao+bmo,RESOLVED,FIXED,2020-04-07 04:19:13
1491108,defect,arrow icon too large in bookmark dialog on macOS,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-18 14:12:56
1491245,task,Port formatValue (i.e. URL highlighting) from urlbarBindings.xml to UrlbarInput.jsm,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:27:44
1491252,enhancement,Port URL overflow handling from urlbarBindings.xml to UrlbarInput.jsm,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-09-24 06:44:13
1491255,task,Port URL trimming from urlbarBindings.xml to UrlbarInput.jsm,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:27:08
1492810,enhancement,Display favicons in UrlbarView results,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-31 11:53:07
1492842,enhancement,Implement UrlbarInput up/down key event handling to navigate within the UrlbarView,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-07 07:31:44
1493385,enhancement,Increase PersonalToolbar height when clicking toolbarbutton,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-26 15:34:31
1493390,defect,Main menu entries lose padding on mousedown,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-24 07:15:01
1493544,defect,Customization mode: Theme menu entries get larger padding on mousedown,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-25 02:56:36
1494204,defect,Hovering disabled .subviewbutton should not change text color,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-09-26 15:29:17
1496152,enhancement,UrlbarInput focused getter is broken,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-10 02:20:36
1496165,enhancement,Rename UrlbarInput event handlers for clarity,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-03 21:06:55
1496703,defect,"""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsIEditor.rootElement]"" in UrlbarValueFormatter::update when exiting customize mode",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-10 09:21:09
1497464,enhancement,UrlbarInput value setter needs to call formatValue,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-09 09:26:16
1497814,enhancement,Clean up UrlbarInput getters and setters,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-10 09:21:12
1499310,enhancement,Remove moz-action uris handling from Quantum Bar,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-16 20:31:50
1500080,task,UrlbarInput::value getter should return the untrimmed value,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:27:35
1501235,enhancement,Move menubar autohide code from xul.css to browser.css,Firefox,General,dao+bmo,RESOLVED,FIXED,2018-10-23 15:27:12
1501270,enhancement,Set the UrlbarInput value to the target URL when selecting a result,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-24 09:49:26
1501624,enhancement,UrlbarInput: Add a method for setting the value from a result and migrate urlbar tests away from setting textValue,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-10-26 08:54:42
1501699,defect,Ctrl+Shift+Tab doesn't open the All Tabs panel,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2018-11-29 00:18:30
1503304,defect,toolbar_text doesn't always fall back to textcolor,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-04-11 02:06:08
1503306,defect,Properly set accentcolor and textcolor properties for Light and Dark themes,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2021-11-29 03:11:19
1503689,enhancement,Move browser_urlHighlight.js and browser_urlOverflow.js to browser/components/urlbar/,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-21 08:30:25
1504985,defect,Intermittent browser/components/urlbar/tests/browser/browser_UrlbarInput_tooltip.js | Test timed out -,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-04-20 02:03:49
1505069,defect,Contextual Feature Recommendation popup-notification abuses --lwt-text-color,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-11-08 22:59:55
1505334,defect,Fix --toolbarbutton-icon-fill-opacity override for the tabs toolbar using the Dark / Light themes on Aero Glass,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-01-07 01:13:15
1505801,defect,Find in page bar UI becomes mis-colored after entering text,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-08-21 08:08:03
1506071,defect,Background tab overflow indicator doesn't animate anymore,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2018-12-28 07:14:31
1506190,defect,Title bar buttons shouldn't overlap the border between the tab bar and the nav bar,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-03-20 06:08:29
1506261,enhancement,Convert search-one-offs from a custom element to a plain JS class and initialize it lazily,Firefox,Search,dao+bmo,RESOLVED,FIXED,2018-11-20 02:12:13
1507096,enhancement,Move --space-above-tabbar padding from #TabsToolbar to #TabsToolbar > .toolbar-items,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-11-16 01:56:37
1509610,defect,"Hitting Enter in the address bar fails with 'TypeError: openParams is undefined; can't access its ""postData"" property'",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-31 11:51:39
1510579,enhancement,Load scripts in global-scripts.inc the same way browser.xul does,Firefox,General,dao+bmo,RESOLVED,FIXED,2018-11-28 20:35:36
1510599,enhancement,Backport simplified URL tooltip implementation from UrlbarInput.jsm to urlbarBindings.xml,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-11-28 20:35:45
1511652,defect,Ctrl+Tab previews can get an unexpected focus ring on Windows,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2018-12-02 01:52:13
1511744,enhancement,Move UrlbarView overflow and underflow handlers from the class constructor to dedicated methods,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-05 02:25:18
1511745,enhancement,"Make ""Unrecognized urlbar event"" exceptions more specific and provide an Error object",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-05 02:25:21
1511856,defect,browser_UrlbarInput_tooltip.js times out if the mouse pointer is over the address bar before the test starts,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-05 02:25:31
1512650,enhancement,Allow overriding actions like Switch to tab,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-10-19 13:23:56
1512661,enhancement,Let up/down keys open the results popup,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-23 02:03:32
1512824,enhancement,Don't attempt to reopen the results panel when it's already open,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-11 21:15:41
1513337,task,Inline quantumbar markup into browser.xhtml,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-10-10 08:36:56
1513468,enhancement,Remove spacer above tab toolbar items,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2019-02-14 01:33:32
1513845,enhancement,Stop using XPCOMUtils.defineLazyGetter for gNavigatorBundle,Firefox,General,dao+bmo,RESOLVED,FIXED,2018-12-13 14:47:38
1514139,defect,Quantumbar: Allow moving the cursor by clicking in the address bar while the results popup is open,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-29 06:06:53
1514497,task,"Remove unused autocomplete-result-popupset and <children includes=""toolbarbutton""/> from the urlbar binding",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:24:26
1514505,task,Remove unused urlbar-textbox-container,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:24:33
1514509,task,"Remove unused image, stack, deck include points from urlbar binding",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-28 01:24:43
1515284,enhancement,Quantumbar: Make clicking the history dropmarker work,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-29 06:09:57
1515285,enhancement,switch to tab only works with the mouse,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-14 13:58:03
1515307,defect,Opening the popup with up/down when a string is typed should search that string,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-04-01 06:52:10
1515323,enhancement,Port urlbarBindings.xml changes from bug 1315509 to UrlbarInput,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2018-12-21 20:19:51
1516083,enhancement,"Add ""Search Tabs"" to the all tabs menu",Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2025-11-16 18:43:51
1516088,enhancement,Implement UrlbarInput::handleRevert and Escape key handling,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-04 08:13:43
1518024,defect,[RTL] Awesomebar dropdown items are messed up,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-09-01 02:31:59
1518441,enhancement,Remove obsolete styling for toolbarseparators in the downloads panel footer,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-01-08 14:04:47
1519589,defect,[Quantumbar] Middle-clicking item in dropdown should load item's url,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-09 06:13:03
1521231,enhancement,Stop using --panel-disabled-color for subviewbutton shortcuts,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-04-12 05:11:25
1522529,enhancement,Remove focus hack from the gURLBar getter and properly implement UrlbarInput focus and blur methods,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-24 13:50:54
1523812,defect,Trying to change the selection when there isn't already a selection throws an error,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-02 01:46:50
1524123,defect,"Search alias results should use engine favicons, not the magnifying glass",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-12 02:52:50
1524230,enhancement,UrlbarView: Display the device name for remote tab results,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-01-31 20:00:38
1524524,enhancement,Prevent the UrlbarView panel from continuously shrinking and growing while typing,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-01 14:21:06
1524561,enhancement,[Accessibility] Quantumbar results popup has no accessibility semantics,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-08 14:01:35
1525269,enhancement,Implement UrlbarView::selectedIndex,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-09-01 02:34:49
1525318,enhancement,Quantumbar: Make clicking one off buttons work,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-09 22:43:40
1526528,enhancement,Quantumbar: Search and tab icons should be opaque in the selected row,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-09 01:43:51
1526597,defect,"Canonization should be applied to all result types, and the input's value should reflect the canonized URL",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-22 11:17:18
1526670,defect,UrlbarView: Let the title not consume more than 70% of the available width,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-12 08:31:42
1526679,enhancement,UrlbarView::selectedResult should handle no result being selected,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-02-11 14:05:44
1527260,enhancement,Integrate one off buttons into keyboard navigation,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-07 09:47:11
1527724,defect,Firefox inserts space after search engine keyword in quantum bar,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2022-01-10 04:25:04
1533286,defect,Stop using --panel-disabled-color for subviewbutton shortcuts (where the subviewbutton is also a menuitem),Firefox,Theme,dao+bmo,RESOLVED,DUPLICATE,2019-03-07 01:11:00
1535263,defect,"Quantumbar: Move role=""combobox"" from the input field to a parent node",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-03-14 14:44:58
1535277,enhancement,Remove pre-Firefox 57 UI migration steps,Firefox,General,dao+bmo,RESOLVED,FIXED,2019-03-19 09:35:27
1537716,defect,Quantumbar: Suppress a11y focus for the auto-selected result,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-04-05 06:24:15
1540104,defect,Tags get duplicated when updating results that had tags already,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2022-01-10 04:30:52
1545394,enhancement,Keep stale rows in the view while receiving new results,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-09-01 02:26:07
1548860,defect,Set a11y focus in the UrlbarView when arrowing down and remove it on backspace,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-05 13:40:13
1550036,defect,UrlbarView should ignore vertical overflow events when applying the fade-out effect,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-05-29 07:19:27
1554542,defect,browser.urlbar.doubleClickSelectsAll:true doesn't work with Quantumbar,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2022-01-10 04:47:27
1559363,defect,"Open-view-on-focus mode should only apply when the user explicitly focuses the address bar, not on autofocus",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-06-25 08:08:54
1560398,task,Merge appMenu-fxa-status with appMenu-fxa-container,Firefox,Firefox Accounts,dao+bmo,RESOLVED,FIXED,2019-07-17 04:50:06
1561325,task,Use <image> instead of <dropmarker> for the urlbar history dropmarker,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-17 01:22:05
1562691,defect,gURLBarHandler.formatValue() doesn't work with the quantumbar enabled (potentially breaking https strikethrough for active mixed content),Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2022-01-10 04:59:57
1564830,task,Remove userInitiatedFocus flag,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-11 09:23:14
1567384,defect,One-off search buttons no longer get accessibility focus,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2022-01-10 05:17:02
1567406,task,Use ids instead of classes for urlbar-input and urlbar-scheme,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-19 15:07:50
1567426,task,Convert urlbar-go-button from class to id,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-19 15:07:54
1567520,task,"Remove obsolete browser/components/urlbar/tests/browser/Panel.jsm, urlbarAddonIframe.html, urlbarAddonIframe.js, urlbarAddonIframeContentScript.js",Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-07-22 11:02:41
1568487,task,Remove default xul namespace from browser/base/content/browser.css,Firefox,General,dao+bmo,RESOLVED,FIXED,2019-09-03 07:25:15
1575238,task,Remove tabs-newtab-button class,Firefox,Tabbed Browser,dao+bmo,RESOLVED,FIXED,2019-10-17 05:22:20
1575563,defect,Improve Megabar input layout,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-08-27 05:58:59
1575645,defect,Fix Megabar vertical centering,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-09-02 02:01:19
1575650,defect,Megabar should be regular width when a new window is opened,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-08-24 15:22:22
1575822,task,Rename #urlbar-display-box and friends and consolidate related styling,Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-10-17 05:23:16
1576847,task,"Remove obsolete #wrapper-urlbar-container[place=""palette""] rule",Firefox,Theme,dao+bmo,RESOLVED,FIXED,2019-10-17 05:23:42
1577472,defect,Always use position:absolute for the megabar so it doesn't get reframed on focus,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2020-02-05 03:02:05
1577752,task,Use padding-block and padding-inline for the urlbar's one-off search button adjustments,Firefox,Address Bar,dao+bmo,RESOLVED,FIXED,2019-09-02 02:06:08
1577801,defect,Stop messing with aria-activedescendant when mousing over one-off search buttons,Firefox,Search,dao+bmo,RESOLVED,FIXED,2019-09-02 02:06:17
